No,Title,Author,Year,DOI
11,developing management pathways for hypertensive disorders of pregnancy hdp in indonesian primary care a study protocol,"[{'AuN': 'fitriana murriya ekawati', 'AfN': 'gadjah mada university'}, {'AuN': 'fitriana murriya ekawati', 'AfN': 'university of melbourne'}, {'AuN': 'sharon licqurish', 'AfN': 'monash university clayton campus'}, {'AuN': 'ova emilia', 'AfN': 'gadjah mada university'}, {'AuN': 'jane gunn', 'AfN': 'university of melbourne'}, {'AuN': 'shaun p brennecke', 'AfN': 'royal women s hospital'}, {'AuN': 'phyllis lau', 'AfN': 'university of melbourne'}]",2019,10.1186/s12978-019-0674-0
12,failure mode analysis of cfrp spcc hybrid thin laminates under axial loading for structural applications experimental research on strain performance,"[{'AuN': 'muhammad akhsin muflikhun', 'AfN': 'university of tokyo'}, {'AuN': 'muhammad akhsin muflikhun', 'AfN': 'gadjah mada university'}, {'AuN': 'ryo higuchi', 'AfN': 'university of tokyo'}, {'AuN': 'tomohiro yokozeki', 'AfN': 'university of tokyo'}, {'AuN': 'takahira aoki', 'AfN': 'university of tokyo'}]",2019,10.1016/j.compositesb.2019.05.049
13,probabilistic soft sets and dual probabilistic soft sets in decision making,"[{'AuN': 'fatia fatimah', 'AfN': 'gadjah mada university'}, {'AuN': 'dedi rosadi', 'AfN': 'gadjah mada university'}, {'AuN': 'rb fajriya hakim', 'AfN': 'islamic university of indonesia'}, {'AuN': 'jose carlos r alcantud', 'AfN': 'university of salamanca'}]",2019,10.1007/s00521-017-3011-y
14,religious and community leaders acceptance of rotavirus vaccine introduction in yogyakarta indonesia a qualitative study,"[{'AuN': 'retna siwi padmawati', 'AfN': 'gadjah mada university'}, {'AuN': 'anita e heywood', 'AfN': 'university of new south wales'}, {'AuN': 'mei neni sitaresmi', 'AfN': 'gadjah mada university'}, {'AuN': 'jarir atthobari', 'AfN': 'gadjah mada university'}, {'AuN': 'c raina macintyre', 'AfN': 'university of new south wales'}, {'AuN': 'yati soenarto', 'AfN': 'gadjah mada university'}, {'AuN': 'holly seale', 'AfN': 'university of new south wales'}]",2019,10.1186/s12889-019-6706-4
15,migration patterns of undergraduate medical students in elective exchanges a prospective online survey,"[{'AuN': 'raed khasawneh', 'AfN': 'royal college of surgeons in ireland'}, {'AuN': 'justin seeling', 'AfN': 'educational commission for foreign medical graduates'}, {'AuN': 'carol noel russo', 'AfN': 'educational commission for foreign medical graduates'}, {'AuN': 'loomila loordudasan', 'AfN': 'kasturba medical college manipal'}, {'AuN': 'mostafa eltobgy'}, {'AuN': 'cristiana riboni'}, {'AuN': 'ifeoluwa ayobami olasehinde', 'AfN': 'college of health sciences bahrain'}, {'AuN': 'jules iradukunda', 'AfN': 'national university of rwanda'}, {'AuN': 'navilah hidayeti', 'AfN': 'gadjah mada university'}, {'AuN': 'lakshita joshi', 'AfN': 'kasturba medical college manipal'}, {'AuN': 'prudence baliach', 'AfN': 'kenyatta university'}, {'AuN': 'alfredo riva palacio', 'AfN': 'national autonomous university of mexico'}, {'AuN': 'rana abualsaud', 'AfN': 'cornell university'}, {'AuN': 'javid ghomashi', 'AfN': 'national university of ireland galway'}, {'AuN': 'punam raval', 'AfN': 'kenyatta university'}]",2019,10.1016/S2214-109X(19)30114-7
16,a combination of incidence data and mobility proxies from social media predicts the intra urban spread of dengue in yogyakarta indonesia,"[{'AuN': 'aditya l ramadona', 'AfN': 'umea university'}, {'AuN': 'aditya l ramadona', 'AfN': 'gadjah mada university'}, {'AuN': 'yesim tozan', 'AfN': 'new york university'}, {'AuN': 'lutfan lazuardi', 'AfN': 'gadjah mada university'}, {'AuN': 'joacim rocklov', 'AfN': 'umea university'}]",2019,10.1371/journal.pntd.0007298
17,the human cost of global warming deadly landslides and their triggers 1995 2014,"[{'AuN': 'ubydul haque', 'AfN': 'university of florida'}, {'AuN': 'ubydul haque', 'AfN': 'university of north texas health science center'}, {'AuN': 'paula f da silva', 'AfN': 'university of lisbon'}, {'AuN': 'graziella devoli', 'AfN': 'norwegian water resources and energy directorate'}, {'AuN': 'jurgen pilz', 'AfN': 'alpen adria universitat klagenfurt'}, {'AuN': 'bingxin zhao', 'AfN': 'university of north carolina at chapel hill'}, {'AuN': 'asmaa khaloua', 'AfN': 'university of north texas'}, {'AuN': 'wahyu wilopo', 'AfN': 'gadjah mada university'}, {'AuN': 'p andersen', 'AfN': 'university of bergen'}, {'AuN': 'ping lu', 'AfN': 'tongji university'}, {'AuN': 'juneseok lee', 'AfN': 'manhattan college'}, {'AuN': 'taro yamamoto', 'AfN': 'nagasaki university'}, {'AuN': 'david keellings', 'AfN': 'university of alabama'}, {'AuN': 'wu jianhong', 'AfN': 'national cheng kung university'}, {'AuN': 'gregory e glass', 'AfN': 'university of florida'}]",2019,10.1016/j.scitotenv.2019.03.415
18,exsssrs extracellular s100 soil sensor receptors fc fusion proteins work as prominent decoys to s100a8 a9 induced lung tropic cancer metastasis,"[{'AuN': 'rie kinoshita', 'AfN': 'okayama university'}, {'AuN': 'hiroki sato', 'AfN': 'okayama university'}, {'AuN': 'akira yamauchi', 'AfN': 'kawasaki medical school'}, {'AuN': 'yuta takahashi', 'AfN': 'okayama university'}, {'AuN': 'yusuke inoue', 'AfN': 'gunma university'}, {'AuN': 'i wayan sumardika', 'AfN': 'udayana university'}, {'AuN': 'i wayan sumardika', 'AfN': 'okayama university'}, {'AuN': 'youyi chen', 'AfN': 'okayama university'}, {'AuN': 'nahoko tomonobu', 'AfN': 'okayama university'}, {'AuN': 'k araki', 'AfN': 'okayama university'}, {'AuN': 'kazuhiko shien', 'AfN': 'okayama university'}, {'AuN': 'shuta tomida', 'AfN': 'okayama university'}, {'AuN': 'hidejiro torigoe', 'AfN': 'okayama university'}, {'AuN': 'kei namba', 'AfN': 'okayama university'}, {'AuN': 'eisuke kurihara', 'AfN': 'okayama university'}, {'AuN': 'yusuke ogoshi', 'AfN': 'okayama university'}, {'AuN': 'hitoshi murata', 'AfN': 'okayama university'}, {'AuN': 'kenichi yamamoto', 'AfN': 'okayama university'}, {'AuN': 'junichiro futami', 'AfN': 'okayama university'}, {'AuN': 'endy widya putranto', 'AfN': 'gadjah mada university'}, {'AuN': 'i made winarsa ruma', 'AfN': 'udayana university'}, {'AuN': 'i made winarsa ruma', 'AfN': 'okayama university'}, {'AuN': 'hiromasa yamamoto', 'AfN': 'okayama university'}, {'AuN': 'junichi soh', 'AfN': 'okayama university'}, {'AuN': 'toshihiko hibino', 'AfN': 'tokyo medical university'}, {'AuN': 'masahiro nishibori', 'AfN': 'okayama university'}, {'AuN': 'eisaku kondo', 'AfN': 'niigata university'}, {'AuN': 'shinichi toyooka', 'AfN': 'okayama university'}, {'AuN': 'masakiyo sakaguchi', 'AfN': 'okayama university'}]",2019,10.1002/ijc.31945
19,thermoplastic electrode arrays in electrochemical paper based analytical devices,"[{'AuN': 'eka noviana', 'AfN': 'colorado state university'}, {'AuN': 'eka noviana', 'AfN': 'gadjah mada university'}, {'AuN': 'kevin j klunder', 'AfN': 'colorado state university'}, {'AuN': 'robert b channon', 'AfN': 'colorado state university'}, {'AuN': 'charles s henry', 'AfN': 'colorado state university'}]",2019,10.1021/acs.analchem.8b05218
20,mitochondrial electron transport chain complex iii sustains hepatitis e virus replication and represents an antiviral target,"[{'AuN': 'changbo qu', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'shaoshi zhang', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'wenshi wang', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'meng li', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'yijin wang', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'marieke van der heijdemulder', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'ehsan shokrollahi', 'AfN': 'erasmus university medical center'}, {'AuN': 'mohamad s hakim', 'AfN': 'gadjah mada university'}, {'AuN': 'mohamad s hakim', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'nicolaas j h raat', 'AfN': 'erasmus university medical center'}, {'AuN': 'maikel p peppelenbosch', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'qiuwei pan', 'AfN': 'erasmus university rotterdam'}]",2019,10.1096/fj.201800620R
21,framing the sharing economy a media analysis of ridesharing platforms in indonesia and the philippines,"[{'AuN': 'suci lestari yuana', 'AfN': 'gadjah mada university'}, {'AuN': 'suci lestari yuana', 'AfN': 'utrecht university'}, {'AuN': 'frans sengers', 'AfN': 'king s college london'}, {'AuN': 'frans sengers', 'AfN': 'utrecht university'}, {'AuN': 'wouter boon', 'AfN': 'utrecht university'}, {'AuN': 'rob raven', 'AfN': 'monash university'}, {'AuN': 'rob raven', 'AfN': 'utrecht university'}]",2019,10.1016/j.jclepro.2018.12.073
22,socio demographic inequalities in cigarette smoking in indonesia 2007 to 2014,"[{'AuN': 'beladenta amalia', 'AfN': 'imperial college london'}, {'AuN': 'sharon l cadogan', 'AfN': 'imperial college london'}, {'AuN': 'yayi suryo prabandari', 'AfN': 'gadjah mada university'}, {'AuN': 'filippos t filippidis', 'AfN': 'imperial college london'}]",2019,10.1016/j.ypmed.2019.02.025
23,guided internet based transdiagnostic intervention for indonesian university students with symptoms of anxiety and depression a pilot study protocol,"[{'AuN': 'metta rahmadiana', 'AfN': 'public health research institute'}, {'AuN': 'metta rahmadiana', 'AfN': 'vu university amsterdam'}, {'AuN': 'eirini karyotaki', 'AfN': 'public health research institute'}, {'AuN': 'eirini karyotaki', 'AfN': 'vu university amsterdam'}, {'AuN': 'jan passchier', 'AfN': 'public health research institute'}, {'AuN': 'jan passchier', 'AfN': 'vu university amsterdam'}, {'AuN': 'pim cuijpers', 'AfN': 'public health research institute'}, {'AuN': 'pim cuijpers', 'AfN': 'vu university amsterdam'}, {'AuN': 'wouter van ballegooijen', 'AfN': 'public health research institute'}, {'AuN': 'wouter van ballegooijen', 'AfN': 'vu university amsterdam'}, {'AuN': 'supra wimbarti', 'AfN': 'gadjah mada university'}, {'AuN': 'heleen riper', 'AfN': 'public health research institute'}, {'AuN': 'heleen riper', 'AfN': 'vu university amsterdam'}]",2019,10.1016/j.invent.2018.11.002
24,pathological profiles and clinical management challenges of breast cancer emerging in young women in indonesia a hospital based study,"[{'AuN': 'sumadi lukman anwar', 'AfN': 'gadjah mada university'}, {'AuN': 'clarista adelia raharjo', 'AfN': 'gadjah mada university'}, {'AuN': 'rahma herviastuti', 'AfN': 'gadjah mada university'}, {'AuN': 'ery kus dwianingsih', 'AfN': 'gadjah mada university'}, {'AuN': 'didik setyoheriyanto', 'AfN': 'gadjah mada university'}, {'AuN': 'widya surya avanti', 'AfN': 'gadjah mada university'}, {'AuN': 'lina choridah', 'AfN': 'gadjah mada university'}, {'AuN': 'wirsma arif harahap', 'AfN': 'andalas university'}, {'AuN': 'darwito', 'AfN': 'gadjah mada university'}, {'AuN': 'teguh aryandono', 'AfN': 'gadjah mada university'}, {'AuN': 'wahyu wulaningsih', 'AfN': 'university college london'}]",2019,10.1186/s12905-019-0724-3
25,author correction diversity in gut bacterial community of school age children in asia,"[{'AuN': 'jiro nakayama', 'AfN': 'kyushu university'}, {'AuN': 'koichi watanabe'}, {'AuN': 'jiahui jiang', 'AfN': 'kyushu university'}, {'AuN': 'kazunori matsuda'}, {'AuN': 'shiouhuei chao', 'AfN': 'national yang ming university'}, {'AuN': 'pri haryono', 'AfN': 'gadjah mada university'}, {'AuN': 'orawan laongkham', 'AfN': 'kasetsart university'}, {'AuN': 'martinusagus sarwoko', 'AfN': 'gadjah mada university'}, {'AuN': 'i nengah sujaya', 'AfN': 'udayana university'}, {'AuN': 'liang zhao', 'AfN': 'china agricultural university'}, {'AuN': 'kangting chen', 'AfN': 'national university of singapore'}, {'AuN': 'yenpo chen', 'AfN': 'national taiwan university'}, {'AuN': 'hsuehhui chiu'}, {'AuN': 'tomoko hidaka', 'AfN': 'kyushu university'}, {'AuN': 'ningxin huang', 'AfN': 'national university of singapore'}, {'AuN': 'chikako kiyohara', 'AfN': 'kyushu university'}, {'AuN': 'takashi kurakawa'}, {'AuN': 'naoshige sakamoto', 'AfN': 'kyushu university'}, {'AuN': 'kenji sonomoto', 'AfN': 'kyushu university'}, {'AuN': 'kousuke tashiro', 'AfN': 'kyushu university'}, {'AuN': 'hirokazu tsuji'}, {'AuN': 'mingju chen', 'AfN': 'national taiwan university'}, {'AuN': 'vichai leelavatcharamas', 'AfN': 'khon kaen university'}, {'AuN': 'chiicherng liao'}, {'AuN': 'sunee nitisinprasert', 'AfN': 'kasetsart university'}, {'AuN': 'endang s rahayu', 'AfN': 'gadjah mada university'}, {'AuN': 'fazheng ren', 'AfN': 'china agricultural university'}, {'AuN': 'yingchieh tsai', 'AfN': 'national yang ming university'}, {'AuN': 'yuankun lee', 'AfN': 'national university of singapore'}]",2019,10.1038/s41598-019-42780-z
26,a new species of microhyla anura microhylidae from sumatra indonesia,"[{'AuN': 'vestidhia yunisya atmaja', 'AfN': 'gadjah mada university'}, {'AuN': 'amir hamidy', 'AfN': 'indonesian institute of sciences'}, {'AuN': 'tuty arisuryanti', 'AfN': 'gadjah mada university'}, {'AuN': 'masafumi matsui', 'AfN': 'kyoto university'}, {'AuN': 'eric n smith', 'AfN': 'university of texas at arlington'}]",2019,10.14203/treubia.v45i0.3625
27,fuzzy enhanced discrete bacterial foraging optimization for cell and resource blocks selection in femtocell networks,"[{'AuN': 'i wayan mustika', 'AfN': 'gadjah mada university'}, {'AuN': 'sahirul alam', 'AfN': 'gadjah mada university'}, {'AuN': 'koji yamamoto', 'AfN': 'kyoto university'}, {'AuN': 'hidekazu murata', 'AfN': 'kyoto university'}]",2019,10.1007/s11277-019-06415-w
28,outcomes of liver transplantation for alagille syndrome after kasai portoenterostomy alagille syndrome with agenesis of extrahepatic bile ducts at porta hepatis,"[{'AuN': 'gunadi', 'AfN': 'kyoto university'}, {'AuN': 'gunadi', 'AfN': 'gadjah mada university'}, {'AuN': 'masakatshu kaneshiro', 'AfN': 'kyoto university'}, {'AuN': 'tatsuya okamoto', 'AfN': 'kyoto university'}, {'AuN': 'mari sonoda', 'AfN': 'kyoto university'}, {'AuN': 'eri ogawa', 'AfN': 'kyoto university'}, {'AuN': 'hideaki okajima', 'AfN': 'kanazawa medical university'}, {'AuN': 'hideaki okajima', 'AfN': 'kyoto university'}, {'AuN': 'shiji uemoto', 'AfN': 'kyoto university'}]",2019,10.1016/j.jpedsurg.2019.04.022
29,recombinant identification molecular classification and proposed reference genomes for hepatitis delta virus,"[{'AuN': 'zhijiang miao', 'AfN': 'minzu university of china'}, {'AuN': 'zhijiang miao', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'shaoshi zhang', 'AfN': 'minzu university of china'}, {'AuN': 'shaoshi zhang', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'zhongren ma', 'AfN': 'minzu university of china'}, {'AuN': 'mohamad s hakim', 'AfN': 'gadjah mada university'}, {'AuN': 'mohamad s hakim', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'wenshi wang', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'maikel p peppelenbosch', 'AfN': 'erasmus university rotterdam'}, {'AuN': 'qiuwei pan', 'AfN': 'minzu university of china'}, {'AuN': 'qiuwei pan', 'AfN': 'erasmus university rotterdam'}]",2019,10.1111/jvh.13010
30,a novel radio resource optimization scheme in closed access femtocell networks based on bat algorithm,"[{'AuN': 'i wayan mustika', 'AfN': 'gadjah mada university'}, {'AuN': 'nifty fath'}, {'AuN': 'selo sulistyo', 'AfN': 'gadjah mada university'}, {'AuN': 'koji yamamoto', 'AfN': 'kyoto university'}, {'AuN': 'hidekazu murata', 'AfN': 'kyoto university'}]",2019,10.1587/transcom.2018sei0002
31,synthesis of a variety of activated pyrrolo 3 2 1 ij quinolines,"[{'AuN': 'jumina jumina', 'AfN': 'gadjah mada university'}, {'AuN': 'daniel s wenholz', 'AfN': 'university of new south wales'}, {'AuN': 'naresh kumar', 'AfN': 'university of new south wales'}, {'AuN': 'david stc black', 'AfN': 'university of new south wales'}]",2019,10.1055/s-0037-1612280
32,gradual pvp leaching from pvdf pvp blend membranes and its effects on membrane fouling in membrane bioreactors,"[{'AuN': 'lisendra marbelia', 'AfN': 'katholieke universiteit leuven'}, {'AuN': 'lisendra marbelia', 'AfN': 'gadjah mada university'}, {'AuN': 'm r bilad', 'AfN': 'katholieke universiteit leuven'}, {'AuN': 'm r bilad', 'AfN': 'universiti teknologi petronas'}, {'AuN': 'ivo f j vankelecom', 'AfN': 'katholieke universiteit leuven'}]",2019,10.1016/j.seppur.2018.12.045
33,sensitivity and specificity of routine diagnostic work up for tuberculosis in lung clinics in yogyakarta indonesia a cohort study,"[{'AuN': 'antonia morita iswari saktiawati', 'AfN': 'gadjah mada university'}, {'AuN': 'antonia morita iswari saktiawati', 'AfN': 'university medical center groningen'}, {'AuN': 'yanri w subronto', 'AfN': 'gadjah mada university'}, {'AuN': 'ymkje stienstra', 'AfN': 'university medical center groningen'}, {'AuN': 'sumardi', 'AfN': 'gadjah mada university'}, {'AuN': 'fabiola supit', 'AfN': 'gadjah mada university'}, {'AuN': 'tjip s van der werf', 'AfN': 'university medical center groningen'}]",2019,10.1186/s12889-019-6658-8
34,behavior of partially concrete encased steel beams under cyclic loading,"[{'AuN': 'chengcheng chen', 'AfN': 'national taiwan university of science and technology'}, {'AuN': 'teguh sudibyo', 'AfN': 'national taiwan university of science and technology'}, {'AuN': 'teguh sudibyo', 'AfN': 'gadjah mada university'}, {'AuN': 'erwin', 'AfN': 'national taiwan university of science and technology'}]",2019,10.1007/s13296-018-0114-y
35,institutional factors and earnings management in the asia pacific is ifrs adoption making a difference,"[{'AuN': 'singgih wijayana', 'AfN': 'gadjah mada university'}, {'AuN': 'sidney j gray', 'AfN': 'university of sydney'}]",2019,10.1007/s11575-018-0371-1
