No,Title,Author,Year,DOI
182,hybrid system of tiered multivariate analysis and artificial neural network for coronary heart disease diagnosis,"[{'AfN': 'sebelas maret university', 'AuN': 'wiharto wiharto'}, {'AfN': 'gadjah mada university', 'AuN': 'hari kusnanto'}, {'AfN': 'gadjah mada university', 'AuN': 'herianto herianto'}]",2017,10.11591/ijece.v7i2.pp1023-1031
183,in vitro evaluation of massoia bark essential oil and c 10 massoialactone potency as immunomodulator,"[{'AfN': 'gadjah mada university', 'AuN': 'prisci permanasari'}, {'AfN': 'gadjah mada university', 'AuN': 'triana hertiani'}, {'AfN': 'gadjah mada university', 'AuN': 'agustinus yuswanto'}]",2017,10.1080/0972060X.2017.1287010
184,experimental investigations of the circumferential liquid film distribution of air water annular two phase flow in a horizontal pipe,"[{'AuN': 'andriyanto setyawan'}, {'AfN': 'gadjah mada university', 'AuN': 'indarto'}, {'AfN': 'gadjah mada university', 'AuN': 'deendarlianto'}]",2017,10.1016/j.expthermflusci.2017.02.026
185,the effect of enso on the variability of chlorophyll a and sea surface temperature in the maluku sea,"[{'AuN': 'anindya wirasatriya'}, {'AfN': 'gadjah mada university', 'AuN': 'riza yuliratno setiawan'}, {'AfN': 'diponegoro university', 'AuN': 'petrus subardjo'}]",2017,10.1109/jstars.2017.2745207
186,the use of infrared spectroscopy in combination with chemometrics for quality control and authentication of edible fats and oils a review,"[{'AfN': 'gadjah mada university', 'AuN': 'abdul rohman'}]",2017,10.1080/05704928.2016.1266493
187,5α oleandrin reduce bcl 2 protein and increase bax protein expression on hela cervical cancer cell,"[{'AfN': 'gadjah mada university', 'AuN': 'mae sri hartati wahyuningsih'}, {'AfN': 'gadjah mada university', 'AuN': 'sofia mubarika'}, {'AfN': 'gadjah mada university', 'AuN': 'ibnu g ganjar'}, {'AfN': 'gadjah mada university', 'AuN': 'subagus wahyuono'}, {'AfN': 'nara institute of science and technology', 'AuN': 'tatsuo takeya'}]",2017,10.18051/UnivMed.2017.v36.102-109
188,klasifikasi sel darah putih menggunakan metode support vector machine svm berbasis pengolahan citra digital,"[{'AfN': 'gadjah mada university', 'AuN': 'bhima caraka'}, {'AuN': 'bakhtiar alldino ardi sumbodo'}, {'AuN': 'ika candradewi'}]",2017,10.22146/ijeis.15420
189,self medication by orang utans pongo pygmaeus using bioactive properties of dracaena cantleyi,"[{'AfN': 'university of exeter', 'AuN': 'helen c morroghbernard'}, {'AfN': 'masaryk university', 'AuN': 'ivona foitova'}, {'AfN': 'university of palangka raya', 'AuN': 'z yeen'}, {'AfN': 'royal botanic gardens', 'AuN': 'p wilkin'}, {'AfN': 'medical university of vienna', 'AuN': 'r de martin'}, {'AuN': 'lucie rarova'}, {'AuN': 'karel doležal'}, {'AfN': 'gadjah mada university', 'AuN': 'wishnu nurcahyo'}, {'AuN': 'milan olsanský'}]",2017,10.1038/s41598-017-16621-w
190,implementation of self care symptom management program to enhance the quality of life of cancer patients undergoing chemotherapy and their family caregivers,"[{'AfN': 'gadjah mada university', 'AuN': 'haryani haryani'}, {'AfN': 'gadjah mada university', 'AuN': 'kuniarti rachmat'}, {'AuN': 'probo suseno'}, {'AfN': 'gadjah mada university', 'AuN': 'christantie effendy'}]",2017,10.18203/2320-6012.ijrms20172426
191,nutrient management of contrasting acacia mangium genotypes and weed management strategies in south sumatra indonesia,"[{'AfN': 'hobart corporation', 'AuN': 'd s mendham'}, {'AfN': 'gadjah mada university', 'AuN': 'eko bhakti hardiyanto'}, {'AuN': 'agus wicaksono'}, {'AfN': 'gadjah mada university', 'AuN': 'm nurudin'}]",2017,10.1080/00049158.2017.1331701
192,the selection feature for batik motif classification with information gain value,"[{'AfN': 'gadjah mada university', 'AuN': 'anita ahmad kasim'}, {'AfN': 'gadjah mada university', 'AuN': 'retantyo wardoyo'}, {'AfN': 'gadjah mada university', 'AuN': 'agus harjoko'}]",2017,10.1007/978-981-10-7242-0_9
193,detection of taste change of bovine and goat milk in room ambient using electronic tongue,"[{'AuN': 'imam tazi'}, {'AuN': 'anis choiriyah'}, {'AfN': 'gadjah mada university', 'AuN': 'dwi siswanta'}, {'AfN': 'gadjah mada university', 'AuN': 'kuwat triyana'}]",2017,10.22146/ijc.25288
194,new engraving finds in alor island indonesia extend known distribution of engravings in oceania,"[{'AfN': 'australian national university', 'AuN': 'sue oconnor'}, {'AfN': 'gadjah mada university', 'AuN': 'mahirta'}, {'AfN': 'australian national university', 'AuN': 'julien louys'}, {'AfN': 'australian national university', 'AuN': 'shimona kealy'}, {'AfN': 'australian national university', 'AuN': 'sally brockwell'}]",2017,10.1016/j.ara.2017.12.004
195,beyond good wood exploring strategies for small scale forest growers and enterprises to benefit from legal and sustainable certification in indonesia,2017,
196,designing easy dna extraction teaching creativity through laboratory practice,"[{'AuN': 'endang susantini'}, {'AuN': 'lisa lisdiana'}, {'AuN': 'isnawati'}, {'AfN': 'gadjah mada university', 'AuN': 'aushia tanzih al haq'}, {'AuN': 'guntur trimulyono'}]",2017,10.1002/bmb.21030
197,strengthening the effectiveness of exclusion mechanism in public procurement a comparative legal study between indonesia and the netherlands,"[{'AfN': 'gadjah mada university', 'AuN': 'richo andi wibowo'}, {'AfN': 'utrecht university', 'AuN': 'richo andi wibowo'}]",2017,10.1007/978-3-319-49280-3_12
198,frequency and risk factors analysis of escherichia coli o157 h7 in bali cattle,"[{'AfN': 'udayana university', 'AuN': 'i wayan suardana'}, {'AfN': 'gadjah mada university', 'AuN': 'dyah ayu widiasih'}, {'AfN': 'gadjah mada university', 'AuN': 'widagdo sri nugroho'}, {'AfN': 'gadjah mada university', 'AuN': 'michael haryadi wibowo'}, {'AuN': 'i nyoman suyasa'}]",2017,10.1016/j.actatropica.2017.05.019
199,nitrogen removal and power generation from treated municipal wastewater by its circulated irrigation for resource saving rice cultivation,"[{'AfN': 'yamagata university', 'AuN': 'toru watanabe'}, {'AfN': 'yamagata university', 'AuN': 'takuma mashiko'}, {'AfN': 'gadjah mada university', 'AuN': 'rizki maftukhah'}, {'AfN': 'yamagata university', 'AuN': 'nobuo kaku'}, {'AfN': 'iwate university', 'AuN': 'dong duy pham'}, {'AfN': 'yamagata university', 'AuN': 'hiroaki ito'}]",2017,10.2166/wst.2016.572
200,classification of batik kain besurek image using speed up robust features surf and gray level co occurrence matrix glcm,"[{'AfN': 'gadjah mada university', 'AuN': 'fathin ulfah karimah'}, {'AfN': 'gadjah mada university', 'AuN': 'agus harjoko'}]",2017,10.1007/978-981-10-7242-0_7
201,quality of life of cervical cancer patient with support from nuclear family and extended family in dr sardjito general hospital yogyakarta indonesia a comparative study,"[{'AfN': 'gadjah mada university', 'AuN': 'heru pradjatmo'}, {'AfN': 'gadjah mada university', 'AuN': 'wenny artanty nisman'}, {'AfN': 'gadjah mada university', 'AuN': 'yayuk fatmawati'}]",2017,10.18203/2320-6012.ijrms20173561
202,comparative study on implementing home air conditioning for passenger carriages in the indonesian railway,"[{'AuN': 'hardianto eko prasetio'}, {'AfN': 'gadjah mada university', 'AuN': 'siti malkhamah'}, {'AfN': 'university of birmingham', 'AuN': 'charles watson'}, {'AfN': 'gadjah mada university', 'AuN': 'subarmono subarmono'}]",2017,10.22146/jcef.27820
203,the synergistic effect of doxorubicin and ethanolic extracts of caesalpinia sappan l wood and ficus septica burm f leaves on viability cell cycle progression and apoptosis induction of mcf 7 cells,"[{'AuN': 'sari haryanti'}, {'AfN': 'gadjah mada university', 'AuN': 'suwijiyo pramono'}, {'AfN': 'gadjah mada university', 'AuN': 'retno murwanti'}, {'AfN': 'gadjah mada university', 'AuN': 'edy meiyanto'}]",2017,10.22146/ijbiotech.26105
204,applying alpha beta algorithm in a chess engine,"[{'AfN': 'gadjah mada university', 'AuN': 'werda buana putra'}, {'AfN': 'gadjah mada university', 'AuN': 'lukman heryawan'}]",2017,10.22146/teknosains.11380
205,nitrate in drinking water and risk of colorectal cancer in yogyakarta indonesia,"[{'AfN': 'gadjah mada university', 'AuN': 'fathmawati'}, {'AfN': 'gadjah mada university', 'AuN': 'jajah fachiroh'}, {'AuN': 'evi gravitiani'}, {'AfN': 'gadjah mada university', 'AuN': 'sarto'}, {'AfN': 'gadjah mada university', 'AuN': 'adi heru husodo'}]",2017,10.1080/15287394.2016.1260508
206,potential risk of viral transmission from flying foxes to domestic animals and humans on the southern coast of west java indonesia,"[{'AfN': 'bogor agricultural university', 'AuN': 'chaerul basri'}, {'AfN': 'gadjah mada university', 'AuN': 'chaerul basri'}, {'AuN': 'eko m z arifin'}, {'AfN': 'nagoya university', 'AuN': 'hitoshi takemae'}, {'AfN': 'nagoya university', 'AuN': 'yupadee hengjan'}, {'AfN': 'nagoya university', 'AuN': 'keisuke iida'}, {'AfN': 'bogor agricultural university', 'AuN': 'etih sudarnika'}, {'AfN': 'bogor agricultural university', 'AuN': 'abdul zahid'}, {'AfN': 'bogor agricultural university', 'AuN': 'retno d soejoedono'}, {'AfN': 'gadjah mada university', 'AuN': 'heru susetya'}, {'AfN': 'gadjah mada university', 'AuN': 'bambang sumiarto'}, {'AfN': 'nagoya university', 'AuN': 'ryosuke kobayashi'}, {'AfN': 'bogor agricultural university', 'AuN': 'srihadi agungpriyono'}, {'AfN': 'nagoya university', 'AuN': 'eiichi hondo'}]",2017,10.1292/jvms.17-0222
207,multi year program under budget constraints using multi criteria analysis,"[{'AuN': 'surya adiguna'}, {'AfN': 'gadjah mada university', 'AuN': 'dewanti dewanti'}, {'AfN': 'university of birmingham', 'AuN': 'j b odoki'}]",2017,10.22146/jcef.26791
208,synthesis of 2 hidroxyxanthone from xanthone as a basic material for new antimalarial drugs,"[{'AfN': 'yogyakarta state university', 'AuN': 'amanatie amanatie'}, {'AfN': 'gadjah mada university', 'AuN': 'jumina jumina'}, {'AfN': 'gadjah mada university', 'AuN': 'mustofa mustofa'}, {'AuN': 'm hanafi'}, {'AuN': 'la ode kadidae'}, {'AuN': 'i sahidin'}]",2017,10.22159/ajpcr.2017.v10i12.19858
209,interference effect during word task and colour task in incongruent stroop task,"[{'AfN': 'gadjah mada university', 'AuN': 'christianus frederick hotama'}, {'AfN': 'gadjah mada university', 'AuN': 'hanung adi nugroho'}, {'AfN': 'gadjah mada university', 'AuN': 'indah soesanti'}, {'AfN': 'gadjah mada university', 'AuN': 'widhia k z oktoeberza'}]",2017,10.21924/cst.2.2.2017.59
210,aktivitas antioksidan ekstrak buah mengkudu morinda citrifolia l,"[{'AfN': 'gadjah mada university', 'AuN': 'abdul rohman'}, {'AfN': 'gadjah mada university', 'AuN': 'sugeng riyanto'}]",2017,10.22146/agritech.13347
211,challenges on the adoption of rapid appraisal method for assessment of online information on biomass energy,"[{'AfN': 'tokyo institute of technology', 'AuN': 'muhammad kunta biddinika'}, {'AfN': 'universitas ahmad dahlan', 'AuN': 'raden muhammad ali'}, {'AfN': 'gadjah mada university', 'AuN': 'raden ibnu rosyadi'}, {'AfN': 'universitas ahmad dahlan', 'AuN': 'ahmad muhammad diponegoro'}, {'AfN': 'tokyo institute of technology', 'AuN': 'koji tokimatsu'}, {'AfN': 'tokyo institute of technology', 'AuN': 'fumitake takahashi'}]",2017,10.1016/j.egypro.2017.03.702
212,genetic polymorphisms of hla dp and isolated anti hbc are important subsets of occult hepatitis b infection in indonesian blood donors a case control study,"[{'AfN': 'kobe university', 'AuN': 'yan mardian'}, {'AfN': 'gadjah mada university', 'AuN': 'yan mardian'}, {'AfN': 'kobe university', 'AuN': 'yoshihiko yano'}, {'AfN': 'gadjah mada university', 'AuN': 'widya wasityastuti'}, {'AfN': 'gadjah mada university', 'AuN': 'neneng ratnasari'}, {'AfN': 'kobe university', 'AuN': 'yujiao liang'}, {'AfN': 'kobe university', 'AuN': 'wahyu aristyaning putri'}, {'AfN': 'gadjah mada university', 'AuN': 'teguh triyono'}, {'AfN': 'kobe university', 'AuN': 'yoshitake hayashi'}]",2017,10.1186/s12985-017-0865-7
213,prevalence and risk factors for toxoplasmosis in middle java indonesia,"[{'AfN': 'gadjah mada university', 'AuN': 'annisa retmanasari'}, {'AfN': 'gadjah mada university', 'AuN': 'barandi sapta widartono'}, {'AfN': 'gadjah mada university', 'AuN': 'mahardika agus wijayanti'}, {'AfN': 'gadjah mada university', 'AuN': 'wayan tunas artama'}]",2017,10.1007/s10393-016-1198-5
214,bilayer structured regenerated cellulose chitosan films prepared with ionic liquid,"[{'AfN': 'curtin university sarawak', 'AuN': 'faisal amri tanjung'}, {'AfN': 'international university cambodia', 'AuN': 'yalun arifin'}, {'AfN': 'curtin university sarawak', 'AuN': 'abdul hamid abdullah'}, {'AfN': 'gadjah mada university', 'AuN': 'iqmal tahir'}]",2017,10.22146/ijc.24310
215,the growth improvement of grammatophyllum scriptum lindl bl in vitro plantlet using photoautotrophic micropropagation system,"[{'AfN': 'gadjah mada university', 'AuN': 'aries bagus sasongko'}, {'AfN': 'gadjah mada university', 'AuN': 'asruwaidah fatumi'}, {'AfN': 'gadjah mada university', 'AuN': 'ari indrianto'}]",2017,10.22146/ijbiotech.27167
216,the induction of shoots multiplication and rooting of gyrinops versteegii gilg domke by in vitro,"[{'AfN': 'gadjah mada university', 'AuN': 'm aziz akbar'}, {'AfN': 'gadjah mada university', 'AuN': 'eny faridah'}, {'AfN': 'gadjah mada university', 'AuN': 'sapto indrioko'}, {'AuN': 'toni herawan'}]",2017,10.20886/jpth.2017.11.1.1-13
217,the analysis of performace model tiered artificial neural network for assessment of coronary heart disease,"[{'AfN': 'sebelas maret university', 'AuN': 'wiharto wiharto'}, {'AfN': 'gadjah mada university', 'AuN': 'harianto herianto'}, {'AfN': 'gadjah mada university', 'AuN': 'hari kusnanto'}]",2017,10.11591/ijece.v7i4.pp2183-2191
218,synthesis of fe3o4 tio2 co nanocomposite as model of photocatalyst with magnetic properties,"[{'AfN': 'gadjah mada university', 'AuN': 'muhammad ramadhan'}, {'AfN': 'gadjah mada university', 'AuN': 'adya rizky pradipta'}, {'AfN': 'gadjah mada university', 'AuN': 'eko sri kunarti'}]",2017,10.4028/www.scientific.net/MSF.901.14
219,microencapsulation of indigenous poultry lactic acid bacteria probiotic on the competitive exclusion against salmonella enteritidis and escherichia coli in vitro,"[{'AfN': 'gadjah mada university', 'AuN': 'monica sonia indri pradipta'}, {'AfN': 'gadjah mada university', 'AuN': 'sri harimurti'}, {'AfN': 'gadjah mada university', 'AuN': 'widodo hadisaputro'}]",2017,10.21059/buletinpeternak.v41i2.17017
220,four strategies of social media use among indonesian politicians,"[{'AfN': 'gadjah mada university', 'AuN': 'alfatika aunuriella dini'}, {'AfN': 'university of agder', 'AuN': 'alfatika aunuriella dini'}, {'AfN': 'islamic university of indonesia', 'AuN': 'fathul wahid'}, {'AfN': 'university of agder', 'AuN': 'fathul wahid'}]",2017,10.1007/978-3-319-59111-7_55
221,forest and society initiating a southeast asia journal for theoretical empirical and regional scholarship,"[{'AfN': 'university of hawaii', 'AuN': 'micah r fisher'}, {'AfN': 'gadjah mada university', 'AuN': 'ahmad maryudi'}, {'AfN': 'hasanuddin university', 'AuN': 'muhammad alif k sahide'}]",2017,10.24259/fs.v1i1.1369
222,classification of metacognitive into two catagories to support the learning process,"[{'AfN': 'gadjah mada university', 'AuN': 'husnul rahmawati sakinnah'}, {'AfN': 'gadjah mada university', 'AuN': 'adhistya erna permanasari'}, {'AfN': 'gadjah mada university', 'AuN': 'indah soesanti'}]",2017,10.17977/jps.v5i1.9069
223,rule based data mining for diagnosis of coronary heart disease,2017,
224,a quantitative close analysis of a theatre video recording,"[{'AfN': 'national university of singapore', 'AuN': 'miguel escobar varela'}, {'AfN': 'gadjah mada university', 'AuN': 'gea oswah fatah parikesit'}]",2017,10.1093/llc/fqv069
225,comparison of distributed k means and distributed fuzzy c means algorithms for text clustering,"[{'AfN': 'gadjah mada university', 'AuN': 'i made artha agastya'}, {'AfN': 'gadjah mada university', 'AuN': 'teguh bharata adji'}, {'AfN': 'gadjah mada university', 'AuN': 'noor akhmad setiawan'}]",2017,10.21924/cst.2.1.2017.46
226,the fundamental properties of quasi semigroups,"[{'AfN': 'gadjah mada university', 'AuN': 'sutrima'}, {'AfN': 'gadjah mada university', 'AuN': 'ch rini indrati'}, {'AfN': 'gadjah mada university', 'AuN': 'lina aryati'}, {'AuN': 'mardiyana'}]",2017,10.1088/1742-6596/855/1/012052
227,maximum power point tracking using particle swarm optimization algorithm for hybrid wind tidal harvesting system on the south coast of java,"[{'AfN': 'gadjah mada university', 'AuN': 'fransisco danang wijaya'}, {'AfN': 'gadjah mada university', 'AuN': 'kukuh daud pribadi'}, {'AfN': 'gadjah mada university', 'AuN': 'sarjiya sarjiya'}]",2017,10.11591/ijece.v7i2.pp659-666
228,mortality rates in pediatric septic shock,"[{'AfN': 'gadjah mada university', 'AuN': 'desy rusmawatiningtyas'}, {'AfN': 'gadjah mada university', 'AuN': 'nurnaningsih nurnaningsih'}]",2017,10.14238/pi56.5.2016.304-10
229,clinical decision support system for assessment coronary heart disease based on risk factor,"[{'AfN': 'sebelas maret university', 'AuN': 'wiharto wiharto'}, {'AfN': 'gadjah mada university', 'AuN': 'hari kusnanto'}, {'AfN': 'gadjah mada university', 'AuN': 'herianto herianto'}]",2017,10.17485/ijst/2017/v10i22/84940
230,landslide inventory challenge for landslide hazard assessment in indonesia,"[{'AfN': 'ehime university', 'AuN': 'ngadisih'}, {'AfN': 'gadjah mada university', 'AuN': 'ngadisih'}, {'AfN': 'kyushu university', 'AuN': 'guruh samodra'}, {'AfN': 'gadjah mada university', 'AuN': 'guruh samodra'}, {'AfN': 'ehime university', 'AuN': 'netra prakash bhandary'}, {'AfN': 'ehime university', 'AuN': 'ryuichi yatabe'}]",2017,10.1007/978-4-431-54391-6_8
231,aplikasi jaringan saraf tiruan dan particle swarm optimization untuk peramalan indeks harga saham bursa efek indonesia,"[{'AuN': 'desy wartati'}, {'AfN': 'gadjah mada university', 'AuN': 'nur aini masruroh'}]",2017,10.22146/teknosains.27616
232,study of heavy metal ions mn ii zn ii fe ii ni ii cu ii and co ii adsorption using mfe 2 o 4 m co 2 mg 2 zn 2 fe 2 mn 2 and ni 2 magnetic nanoparticles as adsorbent,"[{'AfN': 'gadjah mada university', 'AuN': 'wahyu waskito aji'}, {'AfN': 'gadjah mada university', 'AuN': 'edi suharyadi'}]",2017,10.4028/www.scientific.net/MSF.901.142
233,scenarios analysis of energy mix for road transportation sector in indonesia,"[{'AfN': 'gadjah mada university', 'AuN': 'deendarlianto'}, {'AfN': 'gadjah mada university', 'AuN': 'adhika widyaparaga'}, {'AfN': 'gadjah mada university', 'AuN': 'bertha maya sopha'}, {'AfN': 'gadjah mada university', 'AuN': 'arief budiman'}, {'AfN': 'gadjah mada university', 'AuN': 'imam muthohar'}, {'AuN': 'indra chandra setiawan'}, {'AfN': 'pertamina', 'AuN': 'alia lindasista'}, {'AfN': 'gadjah mada university', 'AuN': 'joewono soemardjito'}, {'AfN': 'mizuho information research institute', 'AuN': 'kazutaka oka'}]",2017,10.1016/j.rser.2016.11.206
234,purwarupa sistem pembuka pintu cerdas menggunakan perceptron berdasarkan prediksi kedatangan pemilik,"[{'AfN': 'gadjah mada university', 'AuN': 'brisma meihar arsandi'}, {'AuN': 'triyogatama wahyu widodo'}, {'AuN': 'faizah faizah'}]",2017,10.22146/ijeis.16840
235,welfare regime change in developing countries evidence from indonesia,"[{'AfN': 'gadjah mada university', 'AuN': 'mulyadi sumarto'}]",2017,10.1111/spol.12340
236,synthesis and characterization of sulfated zirconia mesopore and its application on lauric acid esterification,"[{'AfN': 'gadjah mada university', 'AuN': 'addy rachmat'}, {'AfN': 'gadjah mada university', 'AuN': 'wega trisunaryanti'}, {'AfN': 'gadjah mada university', 'AuN': 'sutarno'}, {'AfN': 'gadjah mada university', 'AuN': 'karna wijaya'}]",2017,10.1007/s40243-017-0097-1
237,effect of blend ratio on morphology and swelling properties of pva chitosan nanofibers,"[{'AfN': 'gadjah mada university', 'AuN': 'nasikhudin'}, {'AfN': 'gadjah mada university', 'AuN': 'intan puspitasari'}, {'AuN': 'm diantoro'}, {'AfN': 'gadjah mada university', 'AuN': 'ahmad kusumaatmaja'}, {'AfN': 'gadjah mada university', 'AuN': 'kuwat triyana'}]",2017,10.4028/www.scientific.net/MSF.901.79
238,analysis of a failed pipe elbow in geothermal production facility,"[{'AfN': 'gadjah mada university', 'AuN': 'kusmono'}, {'AfN': 'gadjah mada university', 'AuN': 'khasani'}]",2017,10.1016/j.csefa.2017.08.001
239,synthesis of fe3o4 tio2 ni composite as a magnetically recoverable photocatalyst,"[{'AfN': 'gadjah mada university', 'AuN': 'shuluh ashmarisya'}, {'AfN': 'gadjah mada university', 'AuN': 'eko sri kunarti'}, {'AfN': 'gadjah mada university', 'AuN': 'indriana kartini'}]",2017,10.4028/www.scientific.net/MSF.901.8
240,survival and osmoregulation of juvenile of hybrid grouper epinephelus fuscoguttatus epinephelus lanceolatus during acclimation in calcium supplemented freshwater,"[{'AfN': 'gadjah mada university', 'AuN': 'salim arrokhman'}, {'AfN': 'gadjah mada university', 'AuN': 'nastiti wijayanti'}, {'AfN': 'airlangga university', 'AuN': 'agoes soegianto'}]",2017,10.1007/s10499-016-0069-y
241,active suspension systems design of a light rail vehicle using mpc with preview information disturbance,"[{'AuN': 'zaiful ulum'}, {'AuN': 'moh affaf'}, {'AfN': 'gadjah mada university', 'AuN': 'salmah'}, {'AfN': 'gadjah mada university', 'AuN': 'ari suparwanto'}]",2017,10.1109/ICA.2017.8068406
242,subsurface corrosion imaging system based on laser generated acoustic lga,"[{'AfN': 'satya wacana christian university', 'AuN': 'andreas setiawan'}, {'AfN': 'gadjah mada university', 'AuN': 'gede bayu suparta'}, {'AfN': 'gadjah mada university', 'AuN': 'mitrayana mitrayana'}, {'AfN': 'gadjah mada university', 'AuN': 'waskito nugroho'}]",2017,10.18517/ijaseit.7.6.2816
243,geology geochemistry and hydrothermal fluid characteristics of low sulfidation epithermal deposit in the sangon area kokap special region of yogyakarta,"[{'AfN': 'gadjah mada university', 'AuN': 'pranayoga pramumijoyo'}, {'AfN': 'gadjah mada university', 'AuN': 'arifudin idrus'}, {'AfN': 'gadjah mada university', 'AuN': 'i wayan warmada'}, {'AfN': 'kyushu university', 'AuN': 'kotaro yonezu'}]",2017,10.22146/jag.42442
244,effect of chemical reduction temperature on optical properties of reduced graphene oxide rgo and its potentials supercapacitor device,"[{'AfN': 'gadjah mada university', 'AuN': 'haris suhendar'}, {'AfN': 'gadjah mada university', 'AuN': 'ahmad kusumaatmaja'}, {'AfN': 'gadjah mada university', 'AuN': 'kuwat triyana'}, {'AfN': 'gadjah mada university', 'AuN': 'iman santoso'}]",2017,10.4028/www.scientific.net/MSF.901.55
245,real time monocular visual odometry using optical flow study on navigation of quadrotors uav,"[{'AfN': 'gadjah mada university', 'AuN': 'syaiful mansur'}, {'AfN': 'gadjah mada university', 'AuN': 'muhammad habib'}, {'AfN': 'gadjah mada university', 'AuN': 'gilang nugraha putu pratama'}, {'AfN': 'gadjah mada university', 'AuN': 'adha imam cahyadi'}, {'AfN': 'gadjah mada university', 'AuN': 'igi ardiyanto'}]",2017,10.1109/ICSTC.2017.8011864
246,a novel utility function of power control game in multi channel cognitive femtocell network,2017,
247,influence of feedback characteristics on perceived learning value of feedback in clerkships does culture matter,"[{'AfN': 'gadjah mada university', 'AuN': 'yoyo suhoyo'}, {'AfN': 'university medical center groningen', 'AuN': 'yoyo suhoyo'}, {'AfN': 'university medical center groningen', 'AuN': 'elisabeth a van hell'}, {'AfN': 'hanze university of applied sciences', 'AuN': 'wouter kerdijk'}, {'AfN': 'university medical center groningen', 'AuN': 'wouter kerdijk'}, {'AfN': 'gadjah mada university', 'AuN': 'ova emilia'}, {'AfN': 'university medical center groningen', 'AuN': 'johanna schonrockadema'}, {'AfN': 'university medical center groningen', 'AuN': 'j b m kuks'}, {'AfN': 'university medical center groningen', 'AuN': 'janke cohenschotanus'}]",2017,10.1186/s12909-017-0904-5
248,effects of selected indonesian plant extracts on e cuniculi infection in vivo,"[{'AuN': 'bohumil sak'}, {'AuN': 'anna jandova'}, {'AfN': 'palacký university olomouc', 'AuN': 'karel doležal'}, {'AfN': 'sewanee the university of the south', 'AuN': 'martin kvac'}, {'AuN': 'dana květoňova'}, {'AuN': 'lenka hlaskova'}, {'AfN': 'sewanee the university of the south', 'AuN': 'michael rost'}, {'AuN': 'milan olsanský'}, {'AfN': 'gadjah mada university', 'AuN': 'wisnu nurcahyo'}, {'AfN': 'masaryk university', 'AuN': 'ivona foitova'}, {'AfN': 'gadjah mada university', 'AuN': 'ivona foitova'}]",2017,10.1016/j.exppara.2017.07.014
249,combined effects of copper and cadmium on chlorella pyrenoidosa h chick subcellular accumulation distribution and growth inhibition,"[{'AfN': 'gadjah mada university', 'AuN': 'andhika puspito nugroho'}, {'AfN': 'gadjah mada university', 'AuN': 'niken satuti nur handayani'}, {'AfN': 'gadjah mada university', 'AuN': 'i gede angga pramudita'}]",2017,10.1080/02772248.2017.1378888
250,investigation of counter rotating wind turbine performance using computational fluid dynamics simulation,"[{'AfN': 'gadjah mada university', 'AuN': 'verdy a koehuan'}, {'AfN': 'gadjah mada university', 'AuN': 'sugiyono'}, {'AfN': 'gadjah mada university', 'AuN': 'samsul kamal'}]",2017,10.1088/1757-899X/267/1/012034
251,the effect of combination of hemofilter pre and intraoperative methylprednisolone administration on systemic inflammatory response syndrome sirs post open heart surgery,"[{'AfN': 'gadjah mada university', 'AuN': 'supomo'}, {'AfN': 'gadjah mada university', 'AuN': 'teguh aryandono'}, {'AfN': 'gadjah mada university', 'AuN': 'marsetyawan hne soesatyo'}, {'AfN': 'gadjah mada university', 'AuN': 'paulus sudiharto'}]",2017,10.19106/JMedSci004901201702
252,improved accuracy of ratio multiple valuation,"[{'AfN': 'gadjah mada university', 'AuN': 'julianto agung saputro'}, {'AfN': 'gadjah mada university', 'AuN': 'jogiyanto hartono'}]",2017,10.1051/shsconf/20173403002
253,mobile content based image retrieval architectures,"[{'AfN': 'universitas ahmad dahlan', 'AuN': 'arif rahman'}, {'AfN': 'gadjah mada university', 'AuN': 'edi winarko'}, {'AfN': 'gadjah mada university', 'AuN': 'moh edi wibowo'}]",2017,10.11591/eecsi.4.1025
254,withdrawn do aggregate earnings components predict gdp growth better an international setting comparison,"[{'AfN': 'university of brawijaya', 'AuN': 'sari atmini'}, {'AfN': 'gadjah mada university', 'AuN': 'sumiyana sumiyana'}]",2017,10.1051/shsconf/20173407006
255,does congruence between incentive system and locus of control affect team performance,"[{'AfN': 'diponegoro university', 'AuN': 'siti mutmainah'}, {'AfN': 'gadjah mada university', 'AuN': 'slamet sugiri'}]",2017,10.1051/shsconf/20173408003
256,automated localisation of optic disc in retinal colour fundus image for assisting in the diagnosis of glaucoma,"[{'AfN': 'gadjah mada university', 'AuN': 'latifah listyalina'}, {'AfN': 'gadjah mada university', 'AuN': 'hanung adi nugroho'}, {'AfN': 'gadjah mada university', 'AuN': 'sunu wibirama'}, {'AfN': 'gadjah mada university', 'AuN': 'widhia k z oktoeberza'}]",2017,10.21924/cst.2.1.2017.43
257,the development of state region owned goods management s monitoring instrument design,"[{'AfN': 'gadjah mada university', 'AuN': 'yogy ikhwanto'}, {'AfN': 'gadjah mada university', 'AuN': 'irwan taufiq ritonga'}]",2017,10.1051/shsconf/20173402002
258,long tenure and punishment effect on corrupt behaviour,"[{'AfN': 'gadjah mada university', 'AuN': 'rijadh djatu winardi'}, {'AfN': 'gadjah mada university', 'AuN': 'wisnu setiadi nugroho'}, {'AfN': 'gadjah mada university', 'AuN': 'amanda wijayanti'}]",2017,10.1051/shsconf/20173410003
